instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,month_name,month_year,season_label,weather_label,weekday_label,day_type,temp_celsius,atemp_celsius,humidity_percent,windspeed_kmh,casual_share,registered_share,demand_segment
2494,2011-04-18,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,42,244,286,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Monday,Working Day,22.96,26.515,46.0,16.997899999999998,0.14685314685314685,0.8531468531468531,Very High
2495,2011-04-18,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,29,136,165,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Monday,Working Day,24.599999999999998,31.06,33.0,19.999499999999998,0.17575757575757575,0.8242424242424242,High
2496,2011-04-18,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,20,131,151,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Monday,Working Day,22.96,26.515,37.0,19.0012,0.13245033112582782,0.8675496688741722,High
2497,2011-04-18,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,9,81,90,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Monday,Working Day,21.32,25.0,55.00000000000001,19.0012,0.1,0.9,Medium
2498,2011-04-18,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,11,35,46,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Monday,Working Day,20.5,24.240000000000002,59.0,16.997899999999998,0.2391304347826087,0.7608695652173914,Medium
2499,2011-04-19,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,2,23,25,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,20.5,24.240000000000002,55.00000000000001,15.001299999999999,0.08,0.92,Low
2500,2011-04-19,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,5,2,7,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,18.86,22.725,63.0,15.001299999999999,0.7142857142857143,0.2857142857142857,Low
2501,2011-04-19,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,8,5,13,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,18.86,22.725,67.0,19.0012,0.6153846153846154,0.38461538461538464,Low
2502,2011-04-19,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,0,3,3,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,19.68,23.485,63.0,15.001299999999999,0.0,1.0,Low
2503,2011-04-19,2,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896,1,4,5,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,18.86,22.725,67.0,6.0032,0.2,0.8,Low
2504,2011-04-19,2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,1,17,18,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,18.86,22.725,72.0,12.998000000000001,0.05555555555555555,0.9444444444444444,Low
2505,2011-04-19,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0.0,2,63,65,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,19.68,23.485,67.0,0.0,0.03076923076923077,0.9692307692307692,Medium
2506,2011-04-19,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0.0,22,166,188,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,21.32,25.0,55.00000000000001,0.0,0.11702127659574468,0.8829787234042553,High
2507,2011-04-19,2,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343,20,331,351,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,20.5,24.240000000000002,68.0,8.9981,0.05698005698005698,0.9430199430199431,Very High
2508,2011-04-19,2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,23,139,162,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Tuesday,Working Day,21.32,25.0,63.0,6.0032,0.1419753086419753,0.8580246913580247,High
2509,2011-04-19,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,15,60,75,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,20.5,24.240000000000002,72.0,15.001299999999999,0.2,0.8,Medium
2510,2011-04-19,2,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,19,53,72,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,22.14,25.759999999999998,68.0,11.0014,0.2638888888888889,0.7361111111111112,Medium
2511,2011-04-19,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,19,84,103,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,22.14,25.759999999999998,64.0,6.0032,0.18446601941747573,0.8155339805825242,Medium
2512,2011-04-19,2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,26,103,129,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,22.14,25.759999999999998,68.0,15.001299999999999,0.20155038759689922,0.7984496124031008,Medium
2513,2011-04-19,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,19,88,107,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,22.14,25.759999999999998,64.0,12.998000000000001,0.17757009345794392,0.822429906542056,Medium
2514,2011-04-19,2,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642,44,83,127,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,22.14,25.759999999999998,65.0,11.0014,0.3464566929133858,0.6535433070866141,Medium
2515,2011-04-19,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,30,162,192,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,22.96,26.515,52.0,19.999499999999998,0.15625,0.84375,High
2516,2011-04-19,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,39,372,411,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,22.96,26.515,60.0,7.0015,0.0948905109489051,0.9051094890510949,Very High
2517,2011-04-19,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,22.14,25.759999999999998,64.0,8.9981,0.10451306413301663,0.8954869358669834,Very High
2518,2011-04-19,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,28,248,276,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,20.5,24.240000000000002,72.0,12.998000000000001,0.10144927536231885,0.8985507246376812,High
2519,2011-04-19,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,20,148,168,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,20.5,24.240000000000002,72.0,15.001299999999999,0.11904761904761904,0.8809523809523809,High
2520,2011-04-19,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,8,114,122,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Tuesday,Working Day,20.5,24.240000000000002,72.0,8.9981,0.06557377049180328,0.9344262295081968,Medium
2521,2011-04-19,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,3,109,112,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,19.68,23.485,77.0,6.0032,0.026785714285714284,0.9732142857142857,Medium
2522,2011-04-19,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,11,41,52,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Tuesday,Working Day,18.86,22.725,88.0,6.0032,0.21153846153846154,0.7884615384615384,Medium
2523,2011-04-20,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,4,29,33,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,18.04,21.97,88.0,8.9981,0.12121212121212122,0.8787878787878788,Low
2524,2011-04-20,2,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642,2,5,7,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,17.22,21.21,94.0,11.0014,0.2857142857142857,0.7142857142857143,Low
2525,2011-04-20,2,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642,0,2,2,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,17.22,21.21,94.0,11.0014,0.0,1.0,Low
2526,2011-04-20,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0.0,0,2,2,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,17.22,21.21,94.0,0.0,0.0,1.0,Low
2527,2011-04-20,2,0,4,4,0,3,1,1,0.4,0.4091,1.0,0.1045,5,4,9,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,16.400000000000002,20.455000000000002,100.0,7.0015,0.5555555555555556,0.4444444444444444,Low
2528,2011-04-20,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,1,14,15,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,16.400000000000002,20.455000000000002,94.0,12.998000000000001,0.06666666666666667,0.9333333333333333,Low
2529,2011-04-20,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,2,62,64,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,17.22,21.21,94.0,11.0014,0.03125,0.96875,Medium
2530,2011-04-20,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0.0,26,211,237,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,18.04,21.97,94.0,0.0,0.10970464135021098,0.890295358649789,High
2531,2011-04-20,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,22,374,396,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,25.419999999999998,30.305,69.0,31.0009,0.05555555555555555,0.9444444444444444,Very High
2532,2011-04-20,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,27,170,197,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,27.060000000000002,31.06,61.0,19.0012,0.13705583756345177,0.8629441624365483,High
2533,2011-04-20,2,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896,45,86,131,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,25.419999999999998,30.305,69.0,6.0032,0.3435114503816794,0.6564885496183206,Medium
2534,2011-04-20,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,31,87,118,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,25.419999999999998,30.305,69.0,6.0032,0.2627118644067797,0.7372881355932204,Medium
2535,2011-04-20,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,28,117,145,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,28.7,32.574999999999996,48.0,26.0027,0.19310344827586207,0.8068965517241379,High
2536,2011-04-20,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,42,135,177,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,28.7,32.574999999999996,48.0,26.0027,0.23728813559322035,0.7627118644067796,High
2537,2011-04-20,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,33,115,148,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,30.34,32.574999999999996,40.0,31.0009,0.22297297297297297,0.777027027027027,High
2538,2011-04-20,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,32,113,145,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Wednesday,Working Day,31.16,33.335,35.0,23.9994,0.2206896551724138,0.7793103448275862,High
2539,2011-04-20,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,54,201,255,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Wednesday,Working Day,31.16,33.335,35.0,23.9994,0.21176470588235294,0.788235294117647,High
2540,2011-04-20,2,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179,34,398,432,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Wednesday,Working Day,30.34,32.574999999999996,37.0,27.999299999999998,0.0787037037037037,0.9212962962962963,Very High
2541,2011-04-20,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,56,385,441,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,30.34,32.574999999999996,30.0,23.9994,0.12698412698412698,0.873015873015873,Very High
2542,2011-04-20,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,74,309,383,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,28.7,31.819999999999997,32.0,16.997899999999998,0.19321148825065274,0.8067885117493473,Very High
2543,2011-04-20,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,31,194,225,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,27.880000000000003,31.06,32.0,7.0015,0.13777777777777778,0.8622222222222222,High
2544,2011-04-20,2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,38,134,172,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,27.060000000000002,31.06,36.0,19.0012,0.22093023255813954,0.7790697674418605,High
2545,2011-04-20,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,12,105,117,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,25.419999999999998,31.06,41.0,16.997899999999998,0.10256410256410256,0.8974358974358975,Medium
2546,2011-04-20,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,14,79,93,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Wednesday,Working Day,24.599999999999998,31.06,40.0,22.0028,0.15053763440860216,0.8494623655913979,Medium
2547,2011-04-21,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,11,33,44,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,22.96,26.515,43.0,23.9994,0.25,0.75,Medium
2548,2011-04-21,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,6,20,26,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,21.32,25.0,45.0,15.001299999999999,0.23076923076923078,0.7692307692307693,Low
2549,2011-04-21,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,3,10,13,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,20.5,24.240000000000002,42.0,26.0027,0.23076923076923078,0.7692307692307693,Low
2550,2011-04-21,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,4,3,7,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Thursday,Working Day,18.86,22.725,51.0,31.0009,0.5714285714285714,0.42857142857142855,Low
2551,2011-04-21,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,2,4,6,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Thursday,Working Day,18.04,21.97,54.0,30.002599999999997,0.3333333333333333,0.6666666666666666,Low
2552,2011-04-21,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,14,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Thursday,Working Day,17.22,21.21,54.0,36.9974,0.0,1.0,Low
2553,2011-04-21,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,2,73,75,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Thursday,Working Day,16.400000000000002,20.455000000000002,57.99999999999999,39.000699999999995,0.02666666666666667,0.9733333333333334,Medium
2554,2011-04-21,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,15,183,198,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Thursday,Working Day,17.22,21.21,47.0,31.0009,0.07575757575757576,0.9242424242424242,High
2555,2011-04-21,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,19,346,365,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Thursday,Working Day,16.400000000000002,20.455000000000002,50.0,32.9975,0.052054794520547946,0.947945205479452,Very High
2556,2011-04-21,2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,18,178,196,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Thursday,Working Day,17.22,21.21,47.0,19.0012,0.09183673469387756,0.9081632653061225,High
2557,2011-04-21,2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,25,73,98,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,17.22,21.21,44.0,23.9994,0.25510204081632654,0.7448979591836735,Medium
2558,2011-04-21,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,34,99,133,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,18.04,21.97,41.0,19.0012,0.2556390977443609,0.7443609022556391,Medium
2559,2011-04-21,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,49,150,199,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,18.86,22.725,38.0,11.0014,0.24623115577889448,0.7537688442211056,High
2560,2011-04-21,2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,55,122,177,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,19.68,23.485,33.0,22.0028,0.3107344632768362,0.6892655367231638,High
2561,2011-04-21,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,68,160,228,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,20.5,24.240000000000002,34.0,26.0027,0.2982456140350877,0.7017543859649122,High
2562,2011-04-21,2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,69,166,235,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,21.32,25.0,28.999999999999996,27.999299999999998,0.2936170212765957,0.7063829787234043,High
2563,2011-04-21,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,66,228,294,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,21.32,25.0,27.0,23.9994,0.22448979591836735,0.7755102040816326,Very High
2564,2011-04-21,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,20.5,24.240000000000002,28.999999999999996,11.0014,0.16424116424116425,0.8357588357588358,Very High
2565,2011-04-21,2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,71,381,452,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,20.5,24.240000000000002,25.0,19.0012,0.1570796460176991,0.8429203539823009,Very High
2566,2011-04-21,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,52,272,324,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,18.86,22.725,28.000000000000004,19.0012,0.16049382716049382,0.8395061728395061,Very High
2567,2011-04-21,2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,28,176,204,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,18.04,21.97,30.0,8.9981,0.13725490196078433,0.8627450980392157,High
2568,2011-04-21,2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,25,159,184,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,17.22,21.21,47.0,12.998000000000001,0.1358695652173913,0.8641304347826086,High
2569,2011-04-21,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,31,106,137,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,17.22,21.21,38.0,6.0032,0.22627737226277372,0.7737226277372263,Medium
2570,2011-04-21,2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,13,86,99,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Thursday,Working Day,16.400000000000002,20.455000000000002,43.0,7.0015,0.13131313131313133,0.8686868686868687,Medium
2571,2011-04-22,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,3,30,33,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Friday,Working Day,14.76,17.424999999999997,62.0,12.998000000000001,0.09090909090909091,0.9090909090909091,Low
2572,2011-04-22,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,2,22,24,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Friday,Working Day,14.76,16.665,53.0,16.997899999999998,0.08333333333333333,0.9166666666666666,Low
2573,2011-04-22,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,2,7,9,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Friday,Working Day,14.76,16.665,53.0,19.999499999999998,0.2222222222222222,0.7777777777777778,Low
2574,2011-04-22,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,0,2,2,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Friday,Working Day,14.76,16.665,53.0,19.999499999999998,0.0,1.0,Low
2575,2011-04-22,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,1,2,3,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Friday,Working Day,13.940000000000001,15.909999999999998,53.0,19.0012,0.3333333333333333,0.6666666666666666,Low
2576,2011-04-22,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,0,16,16,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Friday,Working Day,13.940000000000001,15.909999999999998,53.0,15.001299999999999,0.0,1.0,Low
2577,2011-04-22,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,2,47,49,2011,4,Apr,2011-04,Summer,Clear / Partly Cloudy,Friday,Working Day,13.940000000000001,15.909999999999998,53.0,19.0012,0.04081632653061224,0.9591836734693877,Medium
2578,2011-04-22,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,5,175,180,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Friday,Working Day,13.940000000000001,15.909999999999998,53.0,19.0012,0.027777777777777776,0.9722222222222222,High
2579,2011-04-22,2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,15,331,346,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Friday,Working Day,13.940000000000001,15.909999999999998,53.0,16.997899999999998,0.04335260115606936,0.9566473988439307,Very High
2580,2011-04-22,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,17,178,195,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.940000000000001,15.15,61.0,19.999499999999998,0.08717948717948718,0.9128205128205128,High
2581,2011-04-22,2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194,32,104,136,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Friday,Working Day,14.76,17.424999999999997,62.0,12.998000000000001,0.23529411764705882,0.7647058823529411,Medium
2582,2011-04-22,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,23,83,106,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.940000000000001,16.665,66.0,12.998000000000001,0.2169811320754717,0.7830188679245284,Medium
2583,2011-04-22,2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,19,61,80,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.940000000000001,16.665,76.0,8.9981,0.2375,0.7625,Medium
2584,2011-04-22,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,3,37,40,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.940000000000001,16.665,87.0,12.998000000000001,0.075,0.925,Low
2585,2011-04-22,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,3,33,36,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.940000000000001,15.909999999999998,87.0,16.997899999999998,0.08333333333333333,0.9166666666666666,Low
2586,2011-04-22,2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,13,62,75,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.940000000000001,16.665,87.0,12.998000000000001,0.17333333333333334,0.8266666666666667,Medium
2587,2011-04-22,2,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,4,58,62,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.940000000000001,16.665,87.0,8.9981,0.06451612903225806,0.9354838709677419,Medium
2588,2011-04-22,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239,6,63,69,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.120000000000001,15.15,93.0,15.001299999999999,0.08695652173913043,0.9130434782608695,Medium
2589,2011-04-22,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,4,47,51,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.120000000000001,15.15,93.0,15.001299999999999,0.0784313725490196,0.9215686274509803,Medium
2590,2011-04-22,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,7,48,55,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.120000000000001,15.15,93.0,15.001299999999999,0.12727272727272726,0.8727272727272727,Medium
2591,2011-04-22,2,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239,8,39,47,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.120000000000001,15.15,87.0,15.001299999999999,0.1702127659574468,0.8297872340425532,Medium
2592,2011-04-22,2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642,5,23,28,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,12.299999999999999,15.15,93.0,11.0014,0.17857142857142858,0.8214285714285714,Low
2593,2011-04-22,2,0,4,22,0,5,1,3,0.3,0.303,1.0,0.1343,3,21,24,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,12.299999999999999,15.15,100.0,8.9981,0.125,0.875,Low
2594,2011-04-22,2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,0,17,17,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Friday,Working Day,13.120000000000001,16.665,93.0,7.0015,0.0,1.0,Low
2595,2011-04-23,2,0,4,0,0,6,0,2,0.32,0.3182,1.0,0.194,0,18,18,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Saturday,Non-Working Day,13.120000000000001,15.909999999999998,100.0,12.998000000000001,0.0,1.0,Low
2596,2011-04-23,2,0,4,1,0,6,0,2,0.32,0.3182,1.0,0.194,5,11,16,2011,4,Apr,2011-04,Summer,Mist / Cloudy,Saturday,Non-Working Day,13.120000000000001,15.909999999999998,100.0,12.998000000000001,0.3125,0.6875,Low
2597,2011-04-23,2,0,4,2,0,6,0,3,0.32,0.3333,1.0,0.1343,3,14,17,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Saturday,Non-Working Day,13.120000000000001,16.665,100.0,8.9981,0.17647058823529413,0.8235294117647058,Low
2598,2011-04-23,2,0,4,3,0,6,0,3,0.32,0.3333,1.0,0.0896,0,4,4,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Saturday,Non-Working Day,13.120000000000001,16.665,100.0,6.0032,0.0,1.0,Low
2599,2011-04-23,2,0,4,4,0,6,0,3,0.34,0.3636,1.0,0.0,2,3,5,2011,4,Apr,2011-04,Summer,Light Snow / Light Rain,Saturday,Non-Working Day,13.940000000000001,18.18,100.0,0.0,0.4,0.6,Low
